airbnbID,date,description,housing_type,lat,location,lon,price,title,url
19594960,,,,49.276891,,-123.117072,,,https://www.airbnb.ca/rooms/19594960?location=Surrey%2C%20BC
16165256,,,,49.280954,,-123.065418,,,https://www.airbnb.ca/rooms/16165256?location=Surrey%2C%20BC
7635931,,,,49.238346,,-122.772126,,,https://www.airbnb.ca/rooms/7635931?location=Surrey%2C%20BC
20834484,,,,49.24578,,-122.872791,,,https://www.airbnb.ca/rooms/20834484?location=Surrey%2C%20BC
12836818,,,,49.211945,,-123.014604,,,https://www.airbnb.ca/rooms/12836818?location=Surrey%2C%20BC
16125454,,,,49.234368,,-122.945656,,,https://www.airbnb.ca/rooms/16125454?location=Surrey%2C%20BC
22616408,,,,49.236453,,-123.000434,,,https://www.airbnb.ca/rooms/22616408?location=Surrey%2C%20BC
15565171,,,,49.274995,,-123.125418,,,https://www.airbnb.ca/rooms/15565171?location=Surrey%2C%20BC
20216645,,,,49.328854,,-122.950659,,,https://www.airbnb.ca/rooms/20216645?location=Surrey%2C%20BC
13885268,,,,49.244196,,-123.098847,,,https://www.airbnb.ca/rooms/13885268?location=Surrey%2C%20BC
19273990,,,,49.259292,,-123.103013,,,https://www.airbnb.ca/rooms/19273990?location=Surrey%2C%20BC
7534416,,,,49.141429,,-123.095307,,,https://www.airbnb.ca/rooms/7534416?location=Surrey%2C%20BC
15735712,,,,49.282568,,-123.109278,,,https://www.airbnb.ca/rooms/15735712?location=Surrey%2C%20BC
19057669,,,,49.224247,,-122.987066,,,https://www.airbnb.ca/rooms/19057669?location=Surrey%2C%20BC
415700,,,,49.234676,,-123.055085,,,https://www.airbnb.ca/rooms/415700?location=Surrey%2C%20BC
6215305,,,,49.342792,,-123.027573,,,https://www.airbnb.ca/rooms/6215305?location=Surrey%2C%20BC
13516418,,,,49.279674,,-123.137547,,,https://www.airbnb.ca/rooms/13516418?location=Surrey%2C%20BC
3302558,,,,49.134425,,-123.183117,,,https://www.airbnb.ca/rooms/3302558?location=Surrey%2C%20BC
20074263,,,,49.234087,,-123.024195,,,https://www.airbnb.ca/rooms/20074263?location=Surrey%2C%20BC
11927565,,,,49.232939,,-122.997205,,,https://www.airbnb.ca/rooms/11927565?location=Surrey%2C%20BC
